date,ev_share
2017-01-31T08:00:00Z,0.5497352456878412
2017-02-28T08:00:00Z,0.5683923943333243
2017-03-31T07:00:00Z,0.5822726128652809
2017-04-30T07:00:00Z,0.5990250643512857
2017-05-31T07:00:00Z,0.6132954837745985
2017-06-30T07:00:00Z,0.6296822027348701
2017-07-31T07:00:00Z,0.6432873501647136
2017-08-31T07:00:00Z,0.6554367472597742
2017-09-30T07:00:00Z,0.6701063310550792
2017-10-31T07:00:00Z,0.6873200828661405
2017-11-30T08:00:00Z,0.7013508093202688
2017-12-31T08:00:00Z,0.7122827093645836
2018-01-31T08:00:00Z,0.7349842540110725
2018-02-28T08:00:00Z,0.749049079537325
2018-03-31T07:00:00Z,0.7645232884441976
2018-04-30T07:00:00Z,0.7836606324358836
2018-05-31T07:00:00Z,0.810721864823877
2018-06-30T07:00:00Z,0.8359496100150079
2018-07-31T07:00:00Z,0.853957129262196
2018-08-31T07:00:00Z,0.8732600442771653
2018-09-30T07:00:00Z,0.8946108509736296
2018-10-31T07:00:00Z,0.9340204375996886
2018-11-30T08:00:00Z,0.9727216935859992
2018-12-31T08:00:00Z,1.0005926523795565
2019-01-31T08:00:00Z,1.0434741857772891
2019-02-28T08:00:00Z,1.062953455652588
2019-03-31T07:00:00Z,1.071429136931576
2019-04-30T07:00:00Z,1.097695222351136
2019-05-31T07:00:00Z,1.1160779022627971
2019-06-30T07:00:00Z,1.138402290650695
2019-07-31T07:00:00Z,1.1641180322103013
2019-08-31T07:00:00Z,1.183726094883128
2019-09-30T07:00:00Z,1.204058942357381
2019-10-31T07:00:00Z,1.2455012106174244
2019-11-30T08:00:00Z,1.2579864342332805
2019-12-31T08:00:00Z,1.2759907999214064
2020-01-31T08:00:00Z,1.3255478068896493
2020-02-29T08:00:00Z,1.337795346358008
2020-03-31T07:00:00Z,1.3607147372203543
2020-04-30T07:00:00Z,1.376406834615069
2020-05-31T07:00:00Z,1.3803070033849285
2020-06-30T07:00:00Z,1.3871604942930742
2020-07-31T07:00:00Z,1.420466583488312
2020-08-31T07:00:00Z,1.4342831657791848
2020-09-30T07:00:00Z,1.4468382530468529
2020-10-31T07:00:00Z,1.4732774999867124
2020-11-30T08:00:00Z,1.507752296675729
2020-12-31T08:00:00Z,1.5271087584546423
2021-01-31T08:00:00Z,1.572433245463443
2021-02-28T08:00:00Z,1.5984553906765269
2021-03-31T07:00:00Z,1.6198418280920284
2021-04-30T07:00:00Z,1.6641846901730848
2021-05-31T07:00:00Z,1.7002734294149047
2021-06-30T07:00:00Z,1.7345638779265748
2021-07-31T07:00:00Z,1.7912851618895949
2021-08-31T07:00:00Z,1.8344141132637437
2021-09-30T07:00:00Z,1.8684994178455334
2021-10-31T07:00:00Z,1.9203922259226303
2021-11-30T08:00:00Z,1.9673963100951832
2021-12-31T08:00:00Z,2.011060818882996
2022-01-31T08:00:00Z,2.0623043913343597
2022-02-28T08:00:00Z,2.1102615911022746
2022-03-31T07:00:00Z,2.159920395560464
2022-04-30T07:00:00Z,2.229934035085955
2022-05-31T07:00:00Z,2.2767954430079973
2022-06-30T07:00:00Z,2.3230701937529346
2022-07-31T07:00:00Z,2.3921790142351784
2022-08-31T07:00:00Z,2.455593207921586
2022-09-30T07:00:00Z,2.4932560891131663
2022-10-31T07:00:00Z,2.583115668072941
2022-11-30T08:00:00Z,2.669419197447055
2022-12-31T08:00:00Z,2.7376416220856017
2023-01-31T08:00:00Z,2.830339094853177
2023-02-28T08:00:00Z,2.905227949997635
2023-03-31T07:00:00Z,2.9889074299146046
2023-04-30T07:00:00Z,3.0960564586613515
2023-05-31T07:00:00Z,3.198693849710637
2023-06-30T07:00:00Z,3.3066442656842088
2023-07-31T07:00:00Z,3.4131024919214297
2023-08-31T07:00:00Z,3.5685485663198504
2023-09-30T07:00:00Z,3.675256223105384
2023-10-31T07:00:00Z,3.798164706599387
2023-11-30T08:00:00Z,3.890975957415123
2023-12-31T08:00:00Z,3.9915296645904674
2024-01-31T08:00:00Z,4.130632359434854
2024-02-29T08:00:00Z,4.246070112045272
2024-03-31T07:00:00Z,4.325906055663166
2024-04-30T07:00:00Z,4.427572687248526
2024-05-31T07:00:00Z,4.530854350936462
2024-06-30T07:00:00Z,4.606163628598912
2024-07-31T07:00:00Z,4.753779730634541
